artist_name,song_title,year,lyrics_url,lyrics_text
Woody Guthrie,My Yellow Crayon,1951,https://www.azlyrics.com/lyrics/woodyguthrie/myyellowcrayon.html,"

Yellow; yellow; yellow; yellow; my yellow crayon
Yellow; yellow; yellow; yellow; my yellow crayon
Yellow; yellow; yellow; yellow; my yellow crayon
Yellow; yellow; yellow; yellow; my yellow crayon

Well if you want to use my yellow crayon
Go ahead and use my yellow crayon
If you want to write; if you want to draw
Go ahead and use my yellow crayon

I put on my table my yellow crayon
So sister and brother and daddy and mom
Can see on my table my yellow crayon
And you can all use my yellow crayon

I skipped home from school; from school today
And I went to find my yellow crayon
Mommy and daddy had broke it in two
And both was using my yellow crayon

Well if you'd like to use my yellow crayon
Just ask for me and my yellow crayon
I'll let you use my yellow crayon
And I'll go and get you my yellow crayon

Now when you buy me some more crayons
Get me a whole lot of yellow crayons
Everybody uses my yellow crayons
And I'll need plenty of yellow crayons

Yellow; yellow; yellow; yellow; my yellow crayon
Yellow; yellow; yellow; yellow; my yellow crayon
Yellow; yellow; yellow; yellow; my yellow crayon
Yellow; yellow; yellow; yellow; my yellow crayon

My yellow crayon; my yellow crayon
And if you lose my yellow crayon
Then I'll cry for my yellow crayon
'Cause I wouldn't have me no yellow crayon

Just ask me to bring you my yellow crayon
And I'll ask you; ""My yellow crayon?""
You say to me; ""Your yellow crayon""
And I'll tell you; ""Here's my yellow crayon""

You can write letters with my yellow crayon
Pictures and numbers in yellow crayon
It's my yellow; my yellow crayon
And I want you to use my yellow crayon

Now when I'm at home; my yellow crayon
Playin' with the kids; my yellow crayon
Swimmin' in the water; my yellow crayon
I'll be glad to bring you my yellow crayon

You have used my yellow crayon
You wore it down little; my yellow crayon
You wore it so small; my yellow crayon
I can't even hold it; my yellow crayon

Yellow; yellow; yellow; yellow; my yellow crayon
Yellow; yellow; yellow; yellow; my yellow crayon
Yellow; yellow; yellow; yellow; my yellow crayon
Yellow; yellow; yellow; yellow; my yellow crayon
"
Woody Guthrie,Riding In My Car (Car Song),1951,https://www.azlyrics.com/lyrics/woodyguthrie/ridinginmycarcarsong.html,"

Brrrm brm brm...

Take me riding in the car; car
Take me riding in the car; car
Take you riding in the car; car
I'll take you riding in my car

Click clack; open up the door; girls
Click clack; open up the door; boys
Front door; back door; clickety clack
Take you riding in my car

Climb; climb; rattle on the front seat
Spree I spraddle on the backseat
Turn my key; step on my starter
Take you riding in my car

Engine it goes boom; boom
Engine it goes boom; boom
Front seat; backseat; boys and girls
Take you riding in my car

Trees and the houses walk along
Trees and the houses walk along
Truck and a car and a garbage can
Take you riding in my car

Ships and the little boats chug along
Ships and the little boats chug along
Boom buhbuh boom boom boom buh boom
Take you riding in my car

I'm a gonna send you home again
I'm a gonna send you home again
Boom; boom; buhbuh boom; rolling home
Take you riding in my car

I'm a gonna let You blow the horn
I'm a gonna let you blow the horn
A oorah; a oorah; a oogah; oogah
I'll take you riding in my car
"
Woody Guthrie,Sleep Eye,1951,https://www.azlyrics.com/lyrics/woodyguthrie/sleepeye.html,"

Go to sleep; go to sleep; go to sleep-y little sleep eye
Close the eye; close the eye; close-y eye my little sugar
One eye closed; two eyes closed; go to sleep-y little sleep eye

Go to sleep; go to sleep; go to sleep-y little sleep eye
Go to sleep; go to sleep; go to sleep-y little sleep eye
Eyes-y close; eyes-y close; eyes-y close my little sugar

One hand asleep; two hands asleep; go to sleep-y little sleep eye
Dream a dream; dream a dream; dream a dream my little sweeter
Big dream; little dream; you got to go dream go to sleep-y little sleep eye

Sleep-y sleep; sleep-y sleep; sleep-y sleep little sleep eye
Sleep-y sleep; sleep-y sleep; sleep-y sleep little sleep eye
Go to sleep; go to sleep; o to sleep-y little sleep eye
"
Woody Guthrie,My Dolly,1951,https://www.azlyrics.com/lyrics/woodyguthrie/mydolly.html,"

I put my dolly's dress on
I put my dolly's pants on
I put my dolly's hat on
And she looks like this

I put my dolly's stockings on
I put my dolly's shoes on
She acts just like a clown-o
And she looks like this

O; well; she looks like this-o
Oh well she looks like this-o
Tra-la-la-la-la-lo
And she looks like this

My dolly talks for me; me
My dolly walks for me; me
When dolly walks and talks
Oh; well; she looks like this

My dolly she can sing; sing
My dolly she can dance; dance
When dolly sings and dances
Well; she looks like this

O; well; she looks like this-o
Oh well she looks like this-o
Tra-la-la-la-la-lo
And she looks like this

Dolly says I want to eat; eat
Dolly says I want to drink; drink
When dolly eats and drinks
Well; she looks like this

Dolly plays with all her toy; toys
Dolly plays with the girls and boy; boys
When dolly runs and skips
Oh; well; she looks like this

O; well; she looks like this-o
Oh well she looks like this-o
Tra-la-la-la-la-lo
And she looks like this

I know my dolly likes me
I know my dolly loves me
When dolly hugs and kisses me
Well; we look like this

Dolly says I'm getting tired now
Dolly says I want to lay down
When dolly goes to sleep
Oh; well; she looks like this

O; well; she looks like this-o
Oh well she looks like this-o
Tra-la-la-la-la-lo
And she looks like this
"
Woody Guthrie,Dance Around,1951,https://www.azlyrics.com/lyrics/woodyguthrie/dancearound.html,"

Dance a-round and a-round and a-round
And a-round and a-round and a-round and a-round
Dance a-round and a-round and a-round
And a-round and a-round and a-round and a-round

Hold up your hands
Your hands; your hands
Hold up your hands; your hands
Hold up your hands
Your hands; your hands
Hold up your hands; your hands

Walk on your toes
Your toes; your toes
Walk on your toes; your toes
Walk on your toes
Your toes; your toes
Walk on your toes; your toes

Now march and march
And march and march
And march and march and march
Now march and march
And march and march
And march and march and march

Now take big steps
Big steps; big steps
Now take big steps; big steps
Hold up your hands
And take big steps; big steps
"
Woody Guthrie,Clean-O,1951,https://www.azlyrics.com/lyrics/woodyguthrie/cleano.html,"

Mama; oh Mama; come wash my face
Wash my face; come wash my face
Mama; oh Mama; come wash my face
And make me nice and clean-o

Daddy; oh Daddy; come fix my shoe
Fix my shoe; come fix my shoe
Daddy; oh Daddy; come fix my shoe
And polish it nice and clean-o

Sister; oh Sister; come bathe my back
Bathe my back; come bathe my back
Sister; oh Sister; come bathe my back
And make it nice and clean-o

Clean-o clean; yes; clean-o clean
Clean-o clean; yes; clean-o clean
Scrubbity scrubbity and ruby-dub dubbity
And make me nice and clean-o

Brother; oh Brother; come wash my hair
Wash my hair; come wash my hair
Brother; oh Brother; come wash my hair
And make it nice and clean-o

Granny; oh Granny; come wash my feet
Wash my feet; come wash my feet
Granny; oh Granny; come wash my feet
And make them nice and clean-o

Sweetie; oh Sweetie; come smell-a me now
Smell-a me now; come smell-a me now
Sweetie; oh Sweetie; come smell-a me now
Don't I smell nice and clean-o?
"
Woody Guthrie,Race You Down The Mountain,1951,https://www.azlyrics.com/lyrics/woodyguthrie/raceyoudownthemountain.html,"

I'll race you down the mountain
I'll race you down the mountain
I'll race you down the mountain
We'll see who gets there first

Let's run and jump the river
Let's run and jump the river
Let's run and jump the river
We'll see who gets there first

I hear myself a-huffin'
A-huffin' and a-puffin'
I hear myself a-huffin'
We'll see who gets there first

We'll rest beside the water
We'll rest beside the water
We'll rest beside the water
We'll see who gets there first
"
Woody Guthrie,Don't You Push Me Down,1951,https://www.azlyrics.com/lyrics/woodyguthrie/dontyoupushmedown.html,"

Don't you push me; push me; push me
Don't you push me down
Don't you push me; push me; push me
Don't you push me down

You can play with me
You can take my hand
We can skip together
Down to the pretzel stand
You can wear my mommy's shoes
You can wear my daddy's hat
You can even get mad at me
But don't you push me down

Don't you push me; push me; push me
Don't you push me down
Don't you push me; push me; push me
Don't you push me down

You can play with me
We can build a house
You can take my ball
And bounce it up and down
You can take my skates
And ride them all around
You can even get mad at me
But don't you push me down

Don't you push me; push me; push me
Don't you push me down
Don't you push me; push me; push me
Don't you push me down

You can play with me
We can play all day
You can use may use my dishes
If you put them away
You can feed me apples
Oranges and Plum
You can even wash my face
But don't you push me down

Don't you push me; push me; push me
Don't you push me down
Don't you push me; push me; push me
Don't you push me down
"
Woody Guthrie,Put Your Finger In The Air,1951,https://www.azlyrics.com/lyrics/woodyguthrie/putyourfingerintheair.html,"

Put your finger in the air; in the air
Put your finger in the air; in the air
Put your finger in the air; and hold it right up there
Put your finger in the air; in the air

Put your finger on your cheek; on your cheek
Put your finger on your cheek; on your cheek
Put your finger on your cheek; leave it there a week
Put your finger on your cheek; on your cheek

Put your finger on your nose; on your nose
Put your finger on your nose; on your nose
Put your finger on your nose; and see if it grows
Put your finger on your nose; on your nose

Put your finger on your ear; on your ear
Put your finger on your ear; on your ear
Put your finger on your ear; and leave it there a year
Put your finger on your ear; on your ear

Put your finger on your finger; on your finger
Put your finger on your finger; on your finger
Put your finger on your finger; leave it there; let it linger
Put your finger on your finger; on your finger
"
Woody Guthrie,Come See,1951,https://www.azlyrics.com/lyrics/woodyguthrie/comesee.html,"

Come see my little baby
Come see my little baby
Come see my little angel
Come see

Come see my little baby
Come see my little baby
Come see my pretty baby
Come see

Mama's got a baby
Goes' round around; around-O
If you don't believe me; come see
Come see my mama's baby
Go round; around; around-O
If you don't believe me; come see

My daddy's got a penny
Goes jingle; jangle; jingle
Well if you don't believe me; come see
Come see my daddy's penny
Go jingle; jangle; jingle
Well if you don't believe me; come see

My brother's got a donkey
Goes whooo; whooo; whooey
If you don't believe me; come see
Come see my brother's donkey
Go whooo; whooo whooey
If you don't believe me; come see

My sister's got a kitten
Goes meoow; meoow de purrdy
If you don't believe me; come see
Come see my sister's kitten
Go meow; meow de purrdy
If you don't believe me; come see
"
Dinah Washington,Blue Skies,1954,https://www.azlyrics.com/lyrics/dinahwashington/blueskies.html,"

Blue skies
Smiling at me
Nothing but
Blue skies
Do I see

Bluebirds
Singing a song
Nothing but
Bluebirds
All day long

Never saw the sun
Shining so bright
Never saw things
Going so right
Noticing the days
Hurrying by
When you're in love
My how the fly

Blue days
All of them gone
Nothing but
Blue skies
From now on
"
Dinah Washington,Bye Bye Blues,1954,https://www.azlyrics.com/lyrics/dinahwashington/byebyeblues.html,"

I got a big surprise; when I saw you smile
I never dreamed that it could be
But now I realize since I saw you smile
There's only happiness for me. So...

Bye Bye Blues
Bye Bye Blues
Bells ring; birds sing
Sun is shining; no more pining
Just we two smiling through
Don't sigh; don't cry
Bye Bye Blues

The two of us together; just me and you
Will keep smilin'; smilin' through
So don't you sigh; and don't you cry
Bye Bye Blues
"
Dinah Washington,Am I Blue?,1954,https://www.azlyrics.com/lyrics/dinahwashington/amiblue.html,"

I'm just a woman; a lonely woman
Waiting on the weary shore
I'm just a woman who's only human
One you should feel sorry for

It was a morning; long before dawn
Without a warning I found he was gone
How could he do it; why should he do it
He never done it before

Am I blue; am I blue
Ain't these tears in these eyes telling you
How can you ask me am I blue
Why; wouldn't you be too
If each plan with your man
Done fell through

There was a time
When I was his only one
But now I'm the sad and lonely one... lonely
Was I gay; until today
Now he's gone; and we're through
Am I blue
"
Dinah Washington,Our Love Is Here To Stay,1954,https://www.azlyrics.com/lyrics/dinahwashington/ourloveisheretostay.html,"

It's very clear; our love is here to stay
Not for a year but ever and a day
The radio and the telephone the crazy movies that we know
May just be passing fancies and in time may go

But oh; my dear; our love is here to stay
Together we're going; we're going a long; long way
In time the rockies may crumble; Gibraltar may tumble
They're only made of clay but our love is here to stay
"
Dinah Washington,A Foggy Day,1954,https://www.azlyrics.com/lyrics/dinahwashington/afoggyday.html,"

A foggy day
In London town
It had me low
And it had me down
I viewed the morning
With much alarm
The British museum
Had lost it's charm
How long I wondered
Could this thing last
But the age of miracles
It hadn't past
And suddenly
I saw you standing right there
And in foggy London town
The sun was shining everywhere
"
Dinah Washington,I Let A Song Go Out Of My Heart,1954,https://www.azlyrics.com/lyrics/dinahwashington/iletasonggooutofmyheart.html,"

It was the sweetest melody
I know I lost heaven 'cause you were the song
Since you and I have drifted apart
Life doesn't mean a thing to me
Please come back; sweet music; I know I was wrong
Am I too late to make amends?
You know that we were meant to be more than just friends; just friends
Believe me; darlin'; when I say
I won't know sweet music until you return some day
Believe me; darlin'; when I say
I won't know sweet music until you return some day
"
Dinah Washington,Pennies From Heaven,1954,https://www.azlyrics.com/lyrics/dinahwashington/penniesfromheaven.html,"

A long time ago; about a million years B.C.
The best things in life were absolutely free

But no one appreciated a sky that was always blue
And no one anticipated a moon that was always new

So it was planned that they should vanish now and then
And you must pay before you get them back again

That's what storms were made for
And you shouldn't be afraid for

Every time it rains; it rains; pennies from heaven
Don't you know each cloud contains pennies from heaven?
You'll find your fortune's fallin' all over the town
Make sure that your umbrella is upside down

Trade them for a package of sunshine and flowers
If you want the things you love; you must have showers
So; when you hear it thunder; don't run under a tree
There'll be pennies from heaven for you and me

Every time it rains; it rains pennies from heaven
Don't you know each cloud contains pennies from heaven?
You'll find your fortune's fallin' all over the town
Make sure that your umbrella is upside down

Trade them for a package of sunshine and flowers
If you want the things you love; you must have showers
So; when you hear it thunder; don't run under a tree
There'll be pennies from heaven for you and me

So take a big deep breath of the clean fresh air
Put a smile on your face be a millionaire
The streets outside
Are paved with gold
There'll be pennies from heaven for you and me
"
Dinah Washington,Love For Sale,1954,https://www.azlyrics.com/lyrics/dinahwashington/loveforsale.html,"

Love for sale
Appretizing young love for sale
Love that's fresh and still unspoiled
Love that's only slightly soiled
Love for sale

Who will buy?
Who would like to sample my supply?
Who's prepared to pay the price
For a trip to paradise?
Love for sale

Let the poets pipe of love
In their childish way
I know every type of love
Better far than they
If you want the thrill of love
I've been through the mill of love
Old love; new love
Every love but true love

Love for sale
Appretizing young love for sale
If you want to buy my wares
Follow me and climb the stairs
Love for sale
Love for sale
"
Dinah Washington,If I Had You,1955,https://www.azlyrics.com/lyrics/dinahwashington/ifihadyou.html,"

I could show the world how to smile I could be glad all of the while
I could change the gray skies to blue if I had you
If I had you by my side; baby I could leave the old days behind
Leave all my pals; I'd never mind I could start my life all a new
If I had you

I could climb a snow-capped mountain swim the mighty ocean wide
I could cross the burning desert if I had you by my side
I could be the Queen yes the Queen; uncrowned
I'd be humble or poor; rich or renowned there is nothin' I couldn't do
Lord if I had you

I could climb the snow-capped mountain sail the mighty ocean wide
I could cross the burnin' desert if I had you by my side
I could be a Queen dear uncrowned humble or poor; rich or renowned
There is nothin' I wouldn't do if I had you by my side
Say that ain't nothing I would do if I had you
"
Dinah Washington,I've Got You Under My Skin,1955,https://www.azlyrics.com/lyrics/dinahwashington/ivegotyouundermyskin.html,"

I've got you under my skin
I've got you deep in the heart of me
So deep in my heart
You're really a part of me
I've got you under my skin

I tried so not to give in
I said to myself this affair
Never will go so well
So why should I try to resist
When baby I know so well
That I've got you under my skin

I'd sacrifice anything
Come what might
For the sake of having you near
In spite of a warning voice
That comes in the night
And repeats and repeats in my ear

Don't you know little fool
You never can win
Use your mentality
Wake up to reality

But each time that I do
Just the thought of you
Makes me stop before I begin
'Cause I've got you under my skin

I'd sacrifice anything
Come what might
For the sake of having you near
In spite of the warning voice
That comes in the night
And repeats how it yells; in my ear

Don't you know little fool
You never can win
Why not use your mentality
Wake up to reality

Well each time that I do
Just the thought of you
Makes me stop before I begin
'Cause I've got you under my skin
Yeah; I've got you under my skin
"
Dinah Washington,"Lover, Come Back To Me",1955,https://www.azlyrics.com/lyrics/dinahwashington/lovercomebacktome.html,"

You went away
I let you
We broke the ties that bind
I wanted to forget you
And leave the past behind
Still; the magic of the night I met you
Seems to stay forever in my mind
The sky was blue
And high above
The moon was new
And so was love
This eager heart of mine was singing
Lover where can you be
You came at last
Love had its day
That day is past
You've gone away
This aching heart of mine is singing
Lover come back to me

When I remember every little thing
You used to do
I'm so lonely
Every road I walk along
I walk along with you
No wonder I am lonely
The sky is blue
The night is cold
The moon is new
But love is old
And while I'm waiting here
This heart of mine is singing
Lover come back to me

When I remember every little thing
You used to do
I grow lonely
Every road I walk along
I walk along with you
No wonder I am lonely
The sky is blue
The night is cold
The moon is new
But love is old
And while I'm waiting here
This heart of mine is singing
Lover come back to me
"
Dinah Washington,Come Rain Or Come Shine,1955,https://www.azlyrics.com/lyrics/dinahwashington/comerainorcomeshine.html,"

I'm gonna love you; like nobody's loved you
Come rain or come shine
High as a mountain; deep as a river
Come rain or come shine
I guess when you met me
It was just one of those things
But don't you ever bet me
'Cause I'm gonna be true if you let me
You're gonna love me; like nobody's loved me
Come rain or come shine
We'll be happy together; unhappy together
Now won't that be just fine
The days may be cloudy or sunny
We're in or out of the money
But I'm with you always
I'm with you rain or shine
"
